url,timestamp,processed_url_text,newspaper,arquivo_url,title,filtered_text,text_length,Lemmas_filtered,Lemmas_str,sentiment,sentiment_bin,sentiment_score,sentiment_label,published_date,year
https://www.cmjornal.pt/mundo/detalhe/andre-ventura-apelidado-de-trump-portugues-na-imprensa-internacional?ref=Coronav%C3%ADrus_CMAoMinuto,20210125190801,andre ventura apelidado de trump portugues na imprensa,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210125190801id_/https://www.cmjornal.pt/mundo/detalhe/andre-ventura-apelidado-de-trump-portugues-na-imprensa-internacional?ref=Coronav%C3%ADrus_CMAoMinuto,"André Ventura apelidado de ""Trump português"" na imprensa internacional","Jornal francês destaca ascensão da extrema direita no País ""onde o populismo ainda não se consolidou"". A imprensa internacional deu esta segunda-feira destaque à reeleição de Marcelo Rebelo de Sousa mas sem deixar de lado a ascensão da extrema direita em Portugal. O jornal francês Le Parisien apelida André Ventura de ""Trump português"" e destaca o crescimento do líder do Chega num país onde, até agora, a extrema-direita parecia ser apenas uma miragem. O mesmo jornal classifica ainda Ventura de ""hábil e ambicioso provocador"" que ""quase alcançou o seu objetivo"" que era superar a socialista Ana Gomes chutando-a para segundo lugar. Já Marcelo é o ""conservador moderado"" que foi ""facilmente reeleito"". Os franceses não são os únicos a estabelecer uma ligação entre Ventura e o ex-presidente dos Estados Unidos Donald Trump. Também os espanhóis fazem comparações. O El País descreve que a estratégia de de comunicação do Chega ""lembra a do Presidente dos Estados Unidos, Donald Trump. Ventura é despachado em explosões que mais tarde qualifica, descarta ou contradiz diretamente"". O mesmo jornal recorda ainda quando Ventura disse que ""o que aconteceu a George Floyd não foi racismo"", no Twitter em junho passado, referindo-se à morte de um afroamericano sufocado por um oficial em Minneapolis, EUA. Imprensa internacional destaca reeleição de Marcelo Rebelo de Sousa

imprensa internacional deu destaque, nas suas publicações 'online', à reeleição

O espanhol El Mundo destaca que os portugueses foram às urnas numa altura em que se registam os maiores números de casos de infeções diários e mortes devido à pandemia de covid-19 e descreve como decorreram as eleições com as novas regras sanitárias. O jornal publica também um perfil de Marcelo Rebelo de Sousa, descrevendo o Presidente português como um ""líder popular 'low cost'"" e um ""homem que faz tudo"", que conhece as engrenagens do Estado por ter ajudado a construi-lo.",1928,"['jornal', 'francês', 'destacar', 'ascensão', 'extremo', 'país', 'populismo', 'consolidar', 'imprensa', 'internacional', 'segunda-feira', 'destaque', 'reeleição', 'marcelo', 'rebelo', 'sousa', 'deixar', 'ascensão', 'extremo', 'portugal', 'jornal', 'francês', 'le', 'parisien', 'apelido', 'andré', 'ventura', 'trump', 'português', 'destacar', 'crescimento', 'líder', 'chega', 'país', 'extrema-direita', 'parecer', 'miragem', 'jornal', 'classificar', 'ventura', 'hábil', 'ambicioso', 'provocador', 'quase', 'alcançar', 'objetivo', 'superar', 'socialista', 'ana', 'gomes', 'chutando-a', 'marcelo', 'conservador', 'moderar', 'facilmente', 'reeleger', 'francês', 'único', 'estabelecer', 'ligação', 'ventura', 'ex-presidente', 'estados', 'unidos', 'donald', 'trump', 'espanhol', 'comparação', 'el', 'país', 'descrever', 'estratégia', 'comunicação', 'chega', 'lembrar', 'presidente', 'estados', 'unidos', 'donald', 'trump', 'ventura', 'despachar', 'explosão', 'qualifica', 'descarta', 'contradiz', 'diretamente', 'jornal', 'recordar', 'ventura', 'acontecer', 'george', 'floyd', 'racismo', 'twitter', 'junho', 'passado', 'referir se', 'morte', 'afroamericano', 'sufocar', 'oficial', 'minneapolis', 'eua', 'imprensa', 'internacional', 'destacar', 'reeleição', 'marcelo', 'rebelo', 'sousa', 'imprensa', 'internacional', 'destaque', 'publicação', 'online', 'reeleição', 'espanhol', 'el', 'mundo', 'destacar', 'português', 'urna', 'altura', 'registar', 'caso', 'infeção', 'diário', 'morte', 'devido', 'pandemia', 'covid-19', 'descrever', 'decorrer', 'eleição', 'regra', 'sanitário', 'jornal', 'publicar', 'perfil', 'marcelo', 'rebelo', 'sousa', 'descrever', 'presidente', 'português', 'líder', 'popular', 'low', 'costr', 'homem', 'conhecer', 'engrenagen', 'ajudar', 'construi-lo']",jornal francês destacar ascensão extremo país populismo consolidar imprensa internacional segunda-feira destaque reeleição marcelo rebelo sousa deixar ascensão extremo portugal jornal francês le parisien apelido andré ventura trump português destacar crescimento líder chega país extrema-direita parecer miragem jornal classificar ventura hábil ambicioso provocador quase alcançar objetivo superar socialista ana gomes chutando-a marcelo conservador moderar facilmente reeleger francês único estabelecer ligação ventura ex-presidente estados unidos donald trump espanhol comparação el país descrever estratégia comunicação chega lembrar presidente estados unidos donald trump ventura despachar explosão qualifica descarta contradiz diretamente jornal recordar ventura acontecer george floyd racismo twitter junho passado referir se morte afroamericano sufocar oficial minneapolis eua imprensa internacional destacar reeleição marcelo rebelo sousa imprensa internacional destaque publicação online reeleição espanhol el mundo destacar português urna altura registar caso infeção diário morte devido pandemia covid-19 descrever decorrer eleição regra sanitário jornal publicar perfil marcelo rebelo sousa descrever presidente português líder popular low costr homem conhecer engrenagen ajudar construi-lo,0.3,Slightly Positive,3.0,positive,,
https://www.cmjornal.pt/politica/detalhe/debate-tenso-entre-andre-ventura-e-joao-ferreira-marcado-por-interrupcoes-constantes?ref=HP_CMaoMinuto_2,20210120182636,debate tenso entre andre ventura e joao ferreira marcado por interrupcoes,cmjornal.pt/,https://arquivo.pt/noFrame/replay/20210120182636id_/https://www.cmjornal.pt/politica/detalhe/debate-tenso-entre-andre-ventura-e-joao-ferreira-marcado-por-interrupcoes-constantes?ref=HP_CMaoMinuto_2,Debate tenso entre André Ventura e João Ferreira marcado por interrupções constantes,"Os candidatos presidenciais João Ferreira e André Ventura protagonizaram hoje um debate tenso e marcado por constantes interrupções, sobretudo por parte do presidente do Chega, que chegou a ser acusado de mentir pelo eurodeputado do PCP. Num debate transmitido na TVI24, com os candidatos em pé, André Ventura acusou João Ferreira de ter no seu site de candidatura referências elogiosas a regimes como a Coreia do Norte, Cuba ou Vietname, o que levou o dirigente comunista a desafiá-lo a provar essas acusações ""para não passar por mentiroso"". Ventura diria depois que essas referências estavam no site do PCP e, mais tarde, que teriam sido ""apagadas"". João Ferreira criticou que André Ventura vá ter na sua campanha a líder da extrema-direita e presidente da União Nacional francesa, Marine Le Pen, com o seu adversário a perguntar se preferia ter ao seu lado o presidente da Coreia do Norte, Kim Jong-Un. Nos temas concretos colocados pela moderadora do debate, a jornalista Carla Moita, os dois candidatos a Belém estiveram quase sempre em discordância total. Sobre o caso do procurador europeu José Guerra, André Ventura defendeu que a ministra da Justiça já não deveria estar em funções - tal como o ministro da Administração Interna -, enquanto João Ferreira disse ser necessário esclarecer se ""houve intenção deliberada"" de prestar informações falsas à União Europeia por parte do Governo. ""A ministra da Justiça irá à Assembleia da República, vamos ver se o André Ventura lá está, já sei que falta muito"", acusou o dirigente do PCP, recebendo de volta a crítica de que estava a ""ser cúmplice do Governo"". ""Marcelo Rebelo de Sousa, se fosse um Presidente a sério, hoje teria dito que seria o último dia da ministra da Justiça em funções"", contrapôs Ventura, considerando que o chefe de Estado não serve ""para tirar 'selfies' ou cortar fitas"". O candidato apoiado pelo PCP acusou o deputado e líder do Chega de ""não usar para si os critérios que usa para os outros"" e que, depois de ter garantido que estaria em exclusividade no parlamento, ter acumulado salários como consultador e comentador desportivo, com Ventura a contestar a crítica. ""Continua a inventar"", ia dizendo Ventura, durante a intervenção de João Ferreira. Questionados em que situações admitiam dissolver o parlamento, o candidato apoiado pelo PCP garantiu que ""não abdicaria de usar nenhum dos poderes que o Presidente da República tem"", nomeadamente se considerasse que estavam em causa direitos garantidos pela Constituição, como a saúde ou a educação, mas admitindo que tal não se verificou no período do primeiro mandato de Marcelo Rebelo de Sousa. Já André Ventura - que se referiu mais vezes ao atual Presidente da República do que João Ferreira no debate - considerou que o atual Governo ""já passou linhas vermelhas importantes"", como nos incêndios de 2017 que causaram mais de cem mortes ou no caso do Tancos. ""Eu não gosto desta Constituição, nunca escondi"", afirmou, defendendo que o chefe de Estado deveria ter mais poderes, por exemplo, em matéria de escolhas ministeriais. Na fase final do debate, em que Ventura já tratava João Ferreira por tu, o líder do Chega desafiou o seu adversário a condenar o regime da Coreia do Norte. ""Eu defendo o direito de cada povo escolher livremente o seu destino"", respondeu João Ferreira, lamentando que André Ventura tivesse de ir buscar situações de outros países para o criticar. As últimas palavras do dirigente comunista foram para acusar Ventura de ""estar ao lado dos poderosos"" e de lhe apontar incongruências na votação da proposta para travar uma nova injeção de dinheiro público no Novo Banco, no último debate orçamental. ""Quem em 24 horas exerce todos os votos possíveis sobre o mesmo assunto, está tudo dito sobre a sua credibilidade"", criticou. Além de André Ventura e João Ferreira, são candidatos às eleições presidenciais de 24 de janeiro Marcelo Rebelo de Sousa, Ana Gomes, Marisa Matias, Tiago Mayan e Vitorino Silva.",3960,"['candidato', 'presidencial', 'joão', 'ferreira', 'andré', 'ventura', 'protagonizar', 'hoje', 'debate', 'tenso', 'marcar', 'constante', 'interrupção', 'sobretudo', 'presidente', 'chega', 'chegar', 'acusar', 'mentir', 'eurodeputado', 'pcp', 'debate', 'transmitir', 'tvi24', 'candidato', 'pé', 'andré', 'ventura', 'acusar', 'joão', 'ferreira', 'site', 'candidatura', 'referência', 'elogiosas', 'regime', 'coreia', 'norte', 'cuba', 'vietname', 'levar', 'dirigente', 'comunista', 'desafiar ele', 'provar', 'acusação', 'passar', 'mentiroso', 'ventura', 'dir', 'referência', 'site', 'pcp', 'apagadas', 'joão', 'ferreira', 'criticar', 'andré', 'ventura', 'campanha', 'líder', 'extrema-direita', 'presidente', 'união', 'nacional', 'francês', 'marine', 'le', 'pen', 'adversário', 'perguntar', 'preferir', 'presidente', 'coreia', 'norte', 'kim', 'jong-un', 'tema', 'concreto', 'colocar', 'moderadora', 'debate', 'jornalista', 'carla', 'moita', 'candidato', 'belém', 'quase', 'discordância', 'total', 'caso', 'procurador', 'europeu', 'josé', 'guerra', 'andré', 'ventura', 'defender', 'ministra', 'justiça', 'dever', 'função', 'ministro', 'administração', 'interna', 'joão', 'ferreira', 'necessário', 'esclarecer', 'haver', 'intenção', 'deliberar', 'prestar', 'informação', 'falso', 'união', 'europeia', 'governo', 'ministra', 'justiça', 'assembleia', 'república', 'andré', 'ventura', 'faltar', 'acusar', 'dirigente', 'pcp', 'receber', 'volta', 'crítica', 'cúmplice', 'governo', 'marcelo', 'rebelo', 'sousa', 'presidente', 'sério', 'hoje', 'dia', 'ministra', 'justiça', 'função', 'contrapôs', 'ventura', 'considerar', 'chefe', 'servir', 'tirar', 'selfie', 'cortar', 'fita', 'candidato', 'apoiar', 'pcp', 'acusar', 'deputado', 'líder', 'chega', 'critério', 'outro', 'garantir', 'exclusividade', 'parlamento', 'acumular', 'salário', 'consultador', 'comentador', 'desportivo', 'ventura', 'contestar', 'crítica', 'continuar', 'inventar', 'ventura', 'durante', 'intervenção', 'joão', 'ferreira', 'questionados', 'situação', 'admit', 'dissolver', 'parlamento', 'candidato', 'apoiar', 'pcp', 'garantir', 'abdicar', 'nenhum', 'presidente', 'república', 'nomeadamente', 'considerar', 'causa', 'direito', 'garantir', 'constituição', 'saúde', 'educação', 'admitir', 'verificar', 'período', 'mandato', 'marcelo', 'rebelo', 'sousa', 'andré', 'ventura', 'referir', 'atual', 'presidente', 'república', 'joão', 'ferreira', 'debate', 'considerar', 'atual', 'governo', 'passar', 'linha', 'vermelho', 'importante', 'incêndio', '2017', 'causar', 'cem', 'morte', 'caso', 'tancos', 'gostar', 'constituição', 'escondi', 'afirmar', 'defender', 'chefe', 'dever', 'matéria', 'escolha', 'ministerial', 'fase', 'debate', 'ventura', 'tratar', 'joão', 'ferreira', 'líder', 'chega', 'desafiar', 'adversário', 'condenar', 'regime', 'coreia', 'norte', 'defender', 'direito', 'escolher', 'livremente', 'destino', 'responder', 'joão', 'ferreira', 'lamentar', 'andré', 'ventura', 'buscar', 'situação', 'outro', 'país', 'criticar', 'palavra', 'dirigente', 'comunista', 'acusar', 'ventura', 'poderoso', 'incongruência', 'votação', 'proposta', 'travar', 'injeção', 'dinheiro', 'público', 'banco', 'debate', 'orçamental', '24', 'hora', 'exercer', 'voto', 'assunto', 'credibilidade', 'criticar', 'andré', 'ventura', 'joão', 'ferreira', 'candidato', 'eleição', 'presidencial', '24', 'janeiro', 'marcelo', 'rebelo', 'sousa', 'ana', 'gomes', 'marisa', 'matias', 'tiago', 'mayan', 'vitorino', 'silva']",candidato presidencial joão ferreira andré ventura protagonizar hoje debate tenso marcar constante interrupção sobretudo presidente chega chegar acusar mentir eurodeputado pcp debate transmitir tvi24 candidato pé andré ventura acusar joão ferreira site candidatura referência elogiosas regime coreia norte cuba vietname levar dirigente comunista desafiar ele provar acusação passar mentiroso ventura dir referência site pcp apagadas joão ferreira criticar andré ventura campanha líder extrema-direita presidente união nacional francês marine le pen adversário perguntar preferir presidente coreia norte kim jong-un tema concreto colocar moderadora debate jornalista carla moita candidato belém quase discordância total caso procurador europeu josé guerra andré ventura defender ministra justiça dever função ministro administração interna joão ferreira necessário esclarecer haver intenção deliberar prestar informação falso união europeia governo ministra justiça assembleia república andré ventura faltar acusar dirigente pcp receber volta crítica cúmplice governo marcelo rebelo sousa presidente sério hoje dia ministra justiça função contrapôs ventura considerar chefe servir tirar selfie cortar fita candidato apoiar pcp acusar deputado líder chega critério outro garantir exclusividade parlamento acumular salário consultador comentador desportivo ventura contestar crítica continuar inventar ventura durante intervenção joão ferreira questionados situação admit dissolver parlamento candidato apoiar pcp garantir abdicar nenhum presidente república nomeadamente considerar causa direito garantir constituição saúde educação admitir verificar período mandato marcelo rebelo sousa andré ventura referir atual presidente república joão ferreira debate considerar atual governo passar linha vermelho importante incêndio 2017 causar cem morte caso tancos gostar constituição escondi afirmar defender chefe dever matéria escolha ministerial fase debate ventura tratar joão ferreira líder chega desafiar adversário condenar regime coreia norte defender direito escolher livremente destino responder joão ferreira lamentar andré ventura buscar situação outro país criticar palavra dirigente comunista acusar ventura poderoso incongruência votação proposta travar injeção dinheiro público banco debate orçamental 24 hora exercer voto assunto credibilidade criticar andré ventura joão ferreira candidato eleição presidencial 24 janeiro marcelo rebelo sousa ana gomes marisa matias tiago mayan vitorino silva,0.0,Neutral,1.0,positive,,
https://www.dn.pt/edicao-do-dia/01-jul-2021/ventura-acusa-familia-coxi-de-inventar-discriminacao-para-ajudar-a-ilegalizar-chega-13893282.html,20210701033951,ventura acusa familia coxi de inventar discriminacao para ajudar a ilegalizar chega,dn.pt/,https://arquivo.pt/noFrame/replay/20210701033951id_/https://www.dn.pt/edicao-do-dia/01-jul-2021/ventura-acusa-familia-coxi-de-inventar-discriminacao-para-ajudar-a-ilegalizar-chega-13893282.html,"Ventura acusa família Coxi de ""inventar discriminação"" para ajudar a ilegalizar Chega","Ventura acusa família Coxi de ""inventar discriminação"" para ajudar a ilegalizar Chega

No seu recurso da condenação por ter chamado ""bandidos"" e ""bandidagem"" a família do Bairro da Jamaica, o líder do Chega afirma ser falso que tivesse discriminado a família por motivos raciais e sócio-económicos. Mas acusa ""muitos moradores do bairro de viver daquilo que do Estado lhes provém, sem esforço"".",394,"['ventura', 'acusar', 'família', 'coxi', 'inventar', 'discriminação', 'ajudar', 'ilegalizar', 'chega', 'recurso', 'condenação', 'chamar', 'bandido', 'bandidagem', 'família', 'bairro', 'jamaica', 'líder', 'chega', 'afirmar', 'falso', 'discriminar', 'família', 'motivo', 'racial', 'sócio-económico', 'acusar', 'morador', 'bairro', 'viver', 'de aquilo', 'lhes', 'provém', 'esforço']",ventura acusar família coxi inventar discriminação ajudar ilegalizar chega recurso condenação chamar bandido bandidagem família bairro jamaica líder chega afirmar falso discriminar família motivo racial sócio-económico acusar morador bairro viver de aquilo lhes provém esforço,0.0,Neutral,-3.0,negative,2021-07-01 00:33:00+00:00,2021.0
https://www.dn.pt/edicao-do-dia/03-nov-2019/o-cds-esta-em-circunstancias-muito-dificeis-entre-o-chega-e-o-il--11472468.html,20200101191546,o cds esta em circunstancias muito dificeis entre o chega e o il,dn.pt/,https://arquivo.pt/noFrame/replay/20200101191546id_/https://www.dn.pt/edicao-do-dia/03-nov-2019/o-cds-esta-em-circunstancias-muito-dificeis-entre-o-chega-e-o-il--11472468.html,"""O CDS está em circunstâncias muito difíceis entre o Chega e o IL""","Nesta semana viu-se envolvido na polémica da resolução sobre refugiados, que votou contra. Entrevista DN/TSF sobre os desafios do partido e da Europa.",150,"['semana', 'viu-se', 'envolver', 'polémica', 'resolução', 'refugiado', 'votar', 'entrevista', 'dn', 'tsf', 'desafio', 'partido', 'europa']",semana viu-se envolver polémica resolução refugiado votar entrevista dn tsf desafio partido europa,0.0,Neutral,-2.0,negative,2019-11-03 00:05:00+00:00,2019.0
https://www.dn.pt/edicao-do-dia/07-ago-2020/crianca-negra-cartaz-em-manifestacao-do-chega-12502908.html,20200807084230,crianca negra cartaz em manifestacao do chega,dn.pt/,https://arquivo.pt/noFrame/replay/20200807084230id_/https://www.dn.pt/edicao-do-dia/07-ago-2020/crianca-negra-cartaz-em-manifestacao-do-chega-12502908.html,"Criança negra ""cartaz"" em manifestação do Chega","Criança negra ""cartaz"" em manifestação do Chega

Menina negra ""vestindo"" cartaz identificando-a como adotada, angolana e com pais do Chega foi fotografada na manifestação convocada por Ventura para desmentir racismo do país. Comissão de Proteção recebeu ""mais de uma dezena de queixas"", juristas veem crime de maus-tratos. ""Foi um erro"", diz mãe.",346,"['criança', 'negro', 'cartaz', 'manifestação', 'chega', 'menina', 'negro', 'vestir', 'cartaz', 'identificando-a', 'adotar', 'angolano', 'pai', 'chega', 'fotografar', 'manifestação', 'convocar', 'ventura', 'desmentir', 'racismo', 'país', 'comissão', 'proteção', 'receber', 'dezena', 'queixa', 'jurista', 'veem', 'crime', 'maus-trato', 'erro', 'mãe']",criança negro cartaz manifestação chega menina negro vestir cartaz identificando-a adotar angolano pai chega fotografar manifestação convocar ventura desmentir racismo país comissão proteção receber dezena queixa jurista veem crime maus-trato erro mãe,0.0,Neutral,-1.0,negative,2020-08-06 21:47:00+00:00,2020.0
https://www.dn.pt/edicao-do-dia/08-out-2019/os-ciganos-de-alvito-votaram-no-chega-ha-quem-diga-que-sim-11380178.html,20200207064445,os ciganos de alvito votaram no chega ha quem diga que sim,dn.pt/,https://arquivo.pt/noFrame/replay/20200207064445id_/https://www.dn.pt/edicao-do-dia/08-out-2019/os-ciganos-de-alvito-votaram-no-chega-ha-quem-diga-que-sim-11380178.html,Os ciganos de Alvito votaram no Chega? Há quem diga que sim,"Os ciganos de Alvito votaram no Chega? Há quem diga que sim

O Chega, primeiro partido de extrema-direita no Parlamento, teve uma vitória expressiva em Alvito. Ficou em quinto lugar e na terra há quem garanta que foi com a ajuda do voto que André Ventura despreza: o dos ciganos.",279,"['cigano', 'alvito', 'votar', 'chega', 'haver', 'digar', 'chega', 'partido', 'extrema-direita', 'parlamento', 'vitória', 'expressivo', 'alvito', 'ficar', 'terra', 'haver', 'garantir', 'ajuda', 'voto', 'andré', 'ventura', 'desprezar', 'cigano']",cigano alvito votar chega haver digar chega partido extrema-direita parlamento vitória expressivo alvito ficar terra haver garantir ajuda voto andré ventura desprezar cigano,0.05,Slightly Positive,0.0,neutral,2019-10-08 00:09:00+00:00,2019.0
https://www.dn.pt/edicao-do-dia/11-nov-2020/amp/acores-o-acordo-com-o-chega-incomoda-o-psd-poucos-batem-palmas-mas-13021136.html,20201111183428,acores o acordo com o chega incomoda o psd poucos batem palmas mas,dn.pt/,https://arquivo.pt/noFrame/replay/20201111183428id_/https://www.dn.pt/edicao-do-dia/11-nov-2020/amp/acores-o-acordo-com-o-chega-incomoda-o-psd-poucos-batem-palmas-mas-13021136.html,"Açores. O acordo com o Chega incomoda o PSD? Poucos batem palmas, mas...","José Eduardo Martins, antigo vice-presidente da bancada parlamentar do PSD, também subscreveu um abaixo-assinado, publicado no Público, em que várias figuras do centro-direita em que, sem mencionar o Chega ou os Açores, afirmam: ""Não contestamos a legitimidade dos novos movimentos de direita, nem ignoramos as razões de descontentamento e exasperação dos seus apoiantes. Mas não se responde à deriva com a amálgama. É preciso deixar bem claro que as direitas democráticas não têm terreno comum com os iliberalismos. É essa clareza que defendemos.""",548,"['josé', 'eduardo', 'martins', 'antigo', 'vice-presidente', 'bancada', 'parlamentar', 'psd', 'subscrever', 'abaixo-assinado', 'publicar', 'público', 'várias', 'figura', 'centro-direita', 'mencionar', 'chega', 'açores', 'afirmar', 'contestar', 'legitimidade', 'movimento', 'ignorar', 'razão', 'descontentamento', 'exasperação', 'apoiante', 'responder', 'deriva', 'amálgama', 'preciso', 'deixar', 'claro', 'democrático', 'terreno', 'comum', 'iliberalismo', 'clareza', 'defendemos']",josé eduardo martins antigo vice-presidente bancada parlamentar psd subscrever abaixo-assinado publicar público várias figura centro-direita mencionar chega açores afirmar contestar legitimidade movimento ignorar razão descontentamento exasperação apoiante responder deriva amálgama preciso deixar claro democrático terreno comum iliberalismo clareza defendemos,0.0,Neutral,-2.0,negative,,
https://www.dn.pt/edicao-do-dia/13-dez-2020/bagao-felix-linha-vermelha-em-torno-do-chega-nao-mas-linha-alaranjada-sim-13132992.html,20201213183227,bagao felix linha vermelha em torno do chega nao mas linha alaranjada sim,dn.pt/,https://arquivo.pt/noFrame/replay/20201213183227id_/https://www.dn.pt/edicao-do-dia/13-dez-2020/bagao-felix-linha-vermelha-em-torno-do-chega-nao-mas-linha-alaranjada-sim-13132992.html,"Linha vermelha em torno do Chega? ""Não. Mas linha alaranjada, sim""","Linha vermelha em torno do Chega? ""Não. Mas linha alaranjada, sim""

O antigo ministro das Finanças e da Segurança Social manifesta-se contra a ideia de um cordão sanitário do PSD e do CDS em torno do Chega - ""linha vermelha, não"". O que há a fazer - diz - é exigir-lhe ""moderação"", a tal ""linha alaranjada"".",307,"['linha', 'vermelho', 'torno', 'chega', 'linha', 'alaranjar', 'antigo', 'ministro', 'finanças', 'segurança', 'social', 'manifesta-se', 'ideia', 'cordão', 'sanitário', 'psd', 'cds', 'torno', 'chega', 'linha', 'vermelho', 'haver', 'exigir-lhe', 'moderação', 'linha', 'alaranjar']",linha vermelho torno chega linha alaranjar antigo ministro finanças segurança social manifesta-se ideia cordão sanitário psd cds torno chega linha vermelho haver exigir-lhe moderação linha alaranjar,0.03333333333333333,Slightly Positive,2.0,positive,2020-12-12 23:00:00+00:00,2020.0
https://www.dn.pt/edicao-do-dia/17-nov-2020/psd-acordo-com-o-chega-nos-acores-serve-de-balao-de-ensaio-para-2023-13041788.html,20201117184157,psd acordo com o chega nos acores serve de balao de ensaio para 2023,dn.pt/,https://arquivo.pt/noFrame/replay/20201117184157id_/https://www.dn.pt/edicao-do-dia/17-nov-2020/psd-acordo-com-o-chega-nos-acores-serve-de-balao-de-ensaio-para-2023-13041788.html,PSD. Acordo com o Chega nos Açores serve de balão de ensaio para 2023?,"PSD. Acordo com o Chega nos Açores serve de balão de ensaio para 2023?

O acordo que o PSD fez com o Chega para formar o Governo Regional continua a gerar ondas de choque no partido. Há até quem peça um congresso extraordinário, como Jorge Moreira da Silva, pela ""repulsa"" que lhe causa. Mas os politólogos António Costa Pinto e Adelino Maltez admitem que o entendimento na região autónoma possa vir a ser um balão de ensaio para um eventual regresso ao poder do centro-direita nas legislativas de 2023.",503,"['psd', 'acordo', 'chega', 'açores', 'servir', 'balão', 'ensaio', '2023', 'acordo', 'psd', 'chega', 'formar', 'governo', 'regional', 'continuar', 'gerar', 'ondas', 'choque', 'partido', 'haver', 'peçar', 'congresso', 'extraordinário', 'jorge', 'moreira', 'silva', 'repulsa', 'causar', 'politólogo', 'antónio', 'costa', 'pinto', 'adelino', 'maltez', 'admiter', 'entendimento', 'região', 'autónomo', 'vir', 'balão', 'ensaio', 'regresso', 'centro-direita', 'legislativa', '2023']",psd acordo chega açores servir balão ensaio 2023 acordo psd chega formar governo regional continuar gerar ondas choque partido haver peçar congresso extraordinário jorge moreira silva repulsa causar politólogo antónio costa pinto adelino maltez admiter entendimento região autónomo vir balão ensaio regresso centro-direita legislativa 2023,0.0,Neutral,0.0,neutral,2020-11-17 00:13:00+00:00,2020.0
https://www.dn.pt/edicao-do-dia/18-jun-2021/o-chega-e-uma-ma-moda-e-ridiculo-copiar-a-agenda-da-extrema-direita-europeia-13848559.html,20210618035812,o chega e uma ma moda e ridiculo copiar a agenda da extrema direita europeia,dn.pt/,https://arquivo.pt/noFrame/replay/20210618035812id_/https://www.dn.pt/edicao-do-dia/18-jun-2021/o-chega-e-uma-ma-moda-e-ridiculo-copiar-a-agenda-da-extrema-direita-europeia-13848559.html,"""O Chega é uma má moda. É ridículo copiar a agenda da extrema-direita europeia""","""O Chega é uma má moda. É ridículo copiar a agenda da extrema-direita europeia""

Álvaro Beleza, médico e presidente da SEDES, há um ano, analisa o futuro do Partido Socialista e da sua liderança e diz que ""António José Seguro faz falta"". Avisa que a TAP não pode tornar-se ""pior do que o Novo Banco"". Pede um Senado para Portugal e medidas para conter a pandemia em Lisboa.",373,"['chega', 'má', 'moda', 'ridículo', 'copiar', 'agenda', 'extrema-direita', 'europeu', 'álvaro', 'beleza', 'médico', 'presidente', 'sedes', 'haver', 'ano', 'analisar', 'futuro', 'partido', 'socialista', 'liderança', 'antónio', 'josé', 'seguro', 'avisar', 'tap', 'tornar se', 'mau', 'banco', 'pede', 'senado', 'portugal', 'medida', 'conter', 'pandemia', 'lisboa']",chega má moda ridículo copiar agenda extrema-direita europeu álvaro beleza médico presidente sedes haver ano analisar futuro partido socialista liderança antónio josé seguro avisar tap tornar se mau banco pede senado portugal medida conter pandemia lisboa,0.0,Neutral,-1.0,negative,2021-06-18 00:28:00+00:00,2021.0
